,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Unnamed: 10,SeriesFirstDown,Unnamed: 12,NextScore,Description,TeamWin,Unnamed: 16,Unnamed: 17,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
14338,2020102508,2020-10-25,2,5,4,SEA,ARI,1,10,48,,1,,0,(5:04) 3-R.WILSON PASS SHORT LEFT TO 89-W.DISSLY TO ARI 24 FOR 28 YARDS (59-D.CAMPBELL).,0,,,2020,28,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
14354,2020102502,2020-10-25,4,15,0,CLE,CIN,3,4,39,,1,,0,(15:00) (SHOTGUN) 6-B.MAYFIELD PASS DEEP LEFT TO 82-R.HIGGINS TO CIN 40 FOR 21 YARDS (38-L.SIMS).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
14360,2020102502,2020-10-25,4,8,38,CLE,CIN,1,10,25,,1,,0,(8:38) 6-B.MAYFIELD PASS SHORT LEFT TO 82-R.HIGGINS RAN OB AT CLE 45 FOR 20 YARDS [58-C.LAWSON].,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
14396,2020101901,2020-10-19,4,4,24,KC,BUF,3,12,33,,1,,0,(4:24) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 13-B.PRINGLE TO BUF 30 FOR 37 YARDS (23-M.HYDE).,0,,,2020,37,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
14507,2020102505,2020-10-25,3,4,24,CAR,NO,1,10,25,,0,,0,"(4:24) 5-T.BRIDGEWATER PASS DEEP RIGHT TO 11-R.ANDERSON PUSHED OB AT NO 49 FOR 26 YARDS (22-C.GARDNER-JOHNSON). PENALTY ON NO-22-C.GARDNER-JOHNSON, UNNECESSARY ROUGHNESS, 15 YARDS, ENFORCED AT NO 49. PASS 26, YAC 9",0,,,2020,26,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,1,0,0,,25,OWN,1,NO,0,UNNECESSARY ROUGHNESS,15
14513,2020102505,2020-10-25,4,12,53,NO,CAR,3,8,39,,1,,0,"(12:53) (SHOTGUN) 9-D.BREES PASS DEEP MIDDLE TO 10-T.SMITH TO CAR 41 FOR 20 YARDS (54-S.THOMPSON). PASS 17, YAC 3",0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
14533,2020102512,2020-10-25,1,2,55,PIT,TEN,3,14,35,,1,,0,(2:55) (SHOTGUN) 7-B.ROETHLISBERGER PASS DEEP LEFT TO 85-E.EBRON TO TEN 43 FOR 22 YARDS (33-J.JOSEPH).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
14547,2020102512,2020-10-25,4,7,5,PIT,TEN,1,10,33,,1,,0,(7:05) (SHOTGUN) 7-B.ROETHLISBERGER PASS DEEP LEFT TO 19-J.SMITH-SCHUSTER PUSHED OB AT TEN 39 FOR 28 YARDS (24-K.VACCARO).,0,,,2020,28,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
14589,2020102502,2020-10-25,1,0,1,CIN,CLE,3,1,28,,0,,0,"(:01) (SHOTGUN) 9-J.BURROW PASS DEEP LEFT TO 18-A.GREEN TO 50 FOR 22 YARDS (39-T.MITCHELL). PENALTY ON CLE-98-S.RICHARDSON, DEFENSIVE OFFSIDE, DECLINED.",0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,28,OWN,0,CLE,0,DEFENSIVE OFFSIDE,0
14614,2020102506,2020-10-25,4,13,55,BUF,NYJ,1,10,42,,1,,0,(13:55) (SHOTGUN) 17-J.ALLEN PASS DEEP LEFT TO 81-T.KROFT RAN OB AT NYJ 20 FOR 38 YARDS.,0,,,2020,38,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
14620,2020102513,2020-10-25,3,2,6,LAC,JAX,1,10,30,,1,,0,"(2:06) 10-J.HERBERT PASS DEEP RIGHT TO 15-J.GUYTON FOR 70 YARDS, TOUCHDOWN.",0,,,2020,70,UNDER CENTER,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
14631,2020110101,2020-11-01,3,14,54,TEN,CIN,1,10,20,,1,,0,(14:54) 17-R.TANNEHILL PASS DEEP RIGHT TO 84-C.DAVIS TO TEN 43 FOR 23 YARDS (38-L.SIMS).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
14727,2020110103,2020-11-01,4,13,34,DET,IND,1,10,25,,1,,0,"(13:34) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT INTENDED FOR 11-M.JONES INTERCEPTED BY 23-K.MOORE AT DET 29. 23-K.MOORE FOR 29 YARDS, TOUCHDOWN.",0,,,2020,29,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0
14731,2020110103,2020-11-01,4,12,52,DET,IND,3,16,19,,1,,0,(12:52) (SHOTGUN) 9-M.STAFFORD PASS DEEP MIDDLE TO 17-M.HALL PUSHED OB AT IND 8 FOR 73 YARDS (27-X.RHODES).,0,,,2020,73,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
14801,2020110109,2020-11-01,4,12,36,SF,SEA,3,5,38,,1,,0,(12:36) (SHOTGUN) 4-N.MULLENS PASS DEEP LEFT TO 85-G.KITTLE TO SEA 37 FOR 25 YARDS (35-R.NEAL; 37-Q.DIGGS) [54-B.WAGNER]. SF-85-G.KITTLE WAS INJURED DURING THE PLAY. HIS RETURN IS QUESTIONABLE.,0,,,2020,25,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,38,OWN,0,,0,,0
14829,2020110111,2020-11-01,1,14,14,BAL,PIT,3,6,29,,1,,0,"(14:14) (SHOTGUN) 8-L.JACKSON PASS SHORT MIDDLE INTENDED FOR 11-J.PROCHE INTERCEPTED BY 41-R.SPILLANE [90-T.WATT] AT BAL 33. 41-R.SPILLANE FOR 33 YARDS, TOUCHDOWN.",0,,,2020,33,SHOTGUN,PASS,0,1,0,1,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,29,OWN,0,,0,,0
14835,2020110111,2020-11-01,3,15,0,PIT,BAL,1,10,25,,1,,0,(15:00) (SHOTGUN) 7-B.ROETHLISBERGER PASS SHORT MIDDLE TO 19-J.SMITH-SCHUSTER RAN OB AT PIT 49 FOR 24 YARDS (48-P.QUEEN).,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
14849,2020110106,2020-11-01,2,12,56,LA,MIA,1,15,42,,1,,0,(12:56) (SHOTGUN) 16-J.GOFF PASS SHORT LEFT TO 10-C.KUPP TO MIA 36 FOR 22 YARDS (40-N.NEEDHAM).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
14891,2020102509,2020-10-25,2,9,28,DEN,KC,2,13,46,,1,,0,"(9:28) (SHOTGUN) 3-D.LOCK PASS SHORT RIGHT INTENDED FOR 87-N.FANT INTERCEPTED BY 49-D.SORENSEN [53-A.HITCHENS] AT 50. 49-D.SORENSEN FOR 50 YARDS, TOUCHDOWN.",0,,,2020,50,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,46,OWN,0,,0,,0
14923,2020102510,2020-10-25,1,12,26,SF,NE,2,3,43,,1,,0,(12:26) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT LEFT TO 19-D.SAMUEL PUSHED OB AT NE 34 FOR 23 YARDS (32-D.MCCOURTY).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,43,OWN,0,,0,,0
14938,2020110101,2020-11-01,1,1,26,TEN,CIN,2,4,39,,1,,0,(1:26) 17-R.TANNEHILL PASS DEEP RIGHT TO 84-C.DAVIS TO CIN 37 FOR 24 YARDS (30-J.BATES III).,0,,,2020,24,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
14976,2020102600,2020-10-26,4,12,45,CHI,LA,1,10,38,,1,,0,(12:45) (SHOTGUN) 9-N.FOLES PASS DEEP LEFT TO 12-A.ROBINSON TO LA 20 FOR 42 YARDS (20-J.RAMSEY).,0,,,2020,42,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,38,OWN,0,,0,,0
14983,2020102900,2020-10-29,3,11,0,ATL,CAR,2,14,39,,1,,0,(11:00) (SHOTGUN) 2-M.RYAN PASS DEEP MIDDLE TO 11-J.JONES TO CAR 38 FOR 23 YARDS (21-J.CHINN; 25-T.PRIDE).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
15046,2020110803,2020-11-08,1,14,19,JAX,HOU,3,8,27,,1,,0,"(14:19) (SHOTGUN) 6-J.LUTON PASS DEEP LEFT TO 17-D.CHARK JR. FOR 73 YARDS, TOUCHDOWN.",0,,,2020,73,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,27,OWN,0,,0,,0
15090,2020110800,2020-11-08,3,0,58,DEN,ATL,1,10,41,,1,,0,(:58) 3-D.LOCK PASS DEEP RIGHT TO 10-J.JEUDY PUSHED OB AT ATL 35 FOR 24 YARDS (54-F.OLUOKUN; 24-A.TERRELL).,0,,,2020,24,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
15091,2020110800,2020-11-08,4,12,6,ATL,DEN,2,8,37,,1,,0,(12:06) (SHOTGUN) 2-M.RYAN PASS DEEP MIDDLE TO 81-H.HURST TO DEN 39 FOR 24 YARDS (31-J.SIMMONS) [59-M.REED].,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
15108,2020110801,2020-11-08,4,9,1,SEA,BUF,1,10,45,,1,,0,"(9:01) (NO HUDDLE, SHOTGUN) 3-R.WILSON PASS DEEP RIGHT TO 83-D.MOORE FOR 55 YARDS, TOUCHDOWN.",0,,,2020,55,NO HUDDLE SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
15121,2020110804,2020-11-08,4,14,51,KC,CAR,3,5,46,,0,,0,"(14:51) (SHOTGUN) 15-P.MAHOMES PASS DEEP RIGHT TO 10-T.HILL RAN OB AT CAR 28 FOR 26 YARDS. PENALTY ON CAR-26-D.JACKSON, DEFENSIVE HOLDING, DECLINED.",0,,,2020,26,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,1,0,0,,46,OWN,0,CAR,0,DEFENSIVE HOLDING,0
15123,2020110804,2020-11-08,4,14,23,CAR,KC,1,10,30,,1,,0,(14:23) 5-T.BRIDGEWATER PASS DEEP LEFT TO 10-C.SAMUEL TO KC 42 FOR 28 YARDS (32-T.MATHIEU).,0,,,2020,28,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
15129,2020110805,2020-11-08,1,12,32,MIN,DET,1,10,46,,1,,0,(12:32) 8-K.COUSINS PASS SHORT RIGHT TO 82-K.RUDOLPH TO DET 32 FOR 22 YARDS (42-J.KEARSE).,0,,,2020,22,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
15135,2020110805,2020-11-08,2,4,32,DET,MIN,2,8,37,,1,,0,(4:32) 9-M.STAFFORD PASS SHORT LEFT TO 87-Q.CEPHUS TO MIN 43 FOR 20 YARDS (22-H.SMITH).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
15147,2020110108,2020-11-01,1,0,24,NO,CHI,2,8,14,,1,,0,(:24) (SHOTGUN) 9-D.BREES PASS SHORT MIDDLE TO 41-A.KAMARA TO CHI 39 FOR 47 YARDS (39-E.JACKSON).,0,,,2020,47,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,14,OWN,0,,0,,0
15199,2020110105,2020-11-01,1,0,36,NYJ,KC,2,10,25,,1,,0,(:36) 14-S.DARNOLD PASS DEEP RIGHT TO 11-D.MIMS RAN OB AT KC 48 FOR 27 YARDS.,0,,,2020,27,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
15224,2020110801,2020-11-08,4,4,13,SEA,BUF,1,10,25,,1,,0,(4:13) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 25-T.HOMER TO BUF 25 FOR 50 YARDS (23-M.HYDE).,0,,,2020,50,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
15241,2020110803,2020-11-08,3,6,16,HOU,JAX,3,6,23,,1,,0,"(6:16) (SHOTGUN) 4-D.WATSON PASS DEEP RIGHT TO 15-W.FULLER FOR 77 YARDS, TOUCHDOWN.",0,,,2020,77,SHOTGUN,PASS,0,1,0,1,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
15274,2020110804,2020-11-08,2,14,54,CAR,KC,4,7,45,,1,,0,(14:54) (PUNT FORMATION) 3-J.CHARLTON PASS DEEP LEFT TO 16-B.ZYLSTRA TO KC 27 FOR 28 YARDS (20-A.HAMILTON).,0,,,2020,28,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
15309,2020110808,2020-11-08,4,12,51,LAC,LV,1,10,41,,1,,0,(12:51) (SHOTGUN) 10-J.HERBERT PASS DEEP RIGHT TO 81-M.WILLIAMS RAN OB AT LV 36 FOR 23 YARDS.,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
15332,2020110806,2020-11-08,1,13,32,CHI,TEN,2,2,33,,1,,0,(13:32) (SHOTGUN) 9-N.FOLES PASS SHORT LEFT TO 80-J.GRAHAM PUSHED OB AT TEN 43 FOR 24 YARDS (24-K.VACCARO).,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
15340,2020110806,2020-11-08,1,6,43,TEN,CHI,1,10,34,,1,,0,(6:43) 17-R.TANNEHILL PASS SHORT MIDDLE TO 11-A.BROWN TO CHI 28 FOR 38 YARDS (59-D.TREVATHAN; 97-M.EDWARDS).,0,,,2020,38,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
15374,2020102511,2020-10-25,1,8,35,TB,LV,3,5,28,,1,,0,"(8:35) (SHOTGUN) 12-T.BRADY PASS DEEP LEFT TO 87-R.GRONKOWSKI TO 50 FOR 22 YARDS (25-E.HARRIS). FUMBLES (25-E.HARRIS), BALL OUT OF BOUNDS AT 50.",0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,1,0,0,0,,28,OWN,0,,0,,0
15446,2020110500,2020-11-05,2,2,0,GB,SF,1,10,48,,1,,0,"(2:00) (SHOTGUN) 12-A.RODGERS PASS DEEP MIDDLE TO 83-M.VALDES-SCANTLING FOR 52 YARDS, TOUCHDOWN. CAUGHT AT SF 1, 1-YAC",0,,,2020,52,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,48,OWN,0,,0,,0
15457,2020110500,2020-11-05,3,11,47,GB,SF,3,7,23,,1,,0,"(11:47) (SHOTGUN) 12-A.RODGERS PASS DEEP LEFT TO 17-D.ADAMS RAN OB AT SF 28 FOR 49 YARDS. CAUGHT AT SF 44, 16-YAC",0,,,2020,49,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
15459,2020110500,2020-11-05,4,6,10,SF,GB,1,10,20,,0,,0,"(6:10) (SHOTGUN) 4-N.MULLENS PASS DEEP LEFT TO 82-R.DWELLEY TO GB 44 FOR 36 YARDS (31-A.AMOS). PENALTY ON GB-55-Z.SMITH, DEFENSIVE OFFSIDE, DECLINED. CAUGHT AT SF 40, 16-YAC",0,,,2020,36,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,20,OWN,0,GB,0,DEFENSIVE OFFSIDE,0
15510,2020110112,2020-11-01,3,3,14,DEN,LAC,2,8,15,,1,,0,(3:14) (SHOTGUN) 3-D.LOCK PASS DEEP RIGHT INTENDED FOR 10-J.JEUDY INTERCEPTED BY 23-R.JENKINS AT DEN 47. 23-R.JENKINS TO DEN 24 FOR 23 YARDS (13-K.HAMLER).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,15,OWN,0,,0,,0
15541,2020110500,2020-11-05,1,6,25,SF,GB,2,7,23,,1,,0,"(6:25) 4-N.MULLENS PASS DEEP MIDDLE TO 13-R.JAMES TO GB 34 FOR 43 YARDS (31-A.AMOS). CAUGHT AT SF 42, 24-YAC",0,,,2020,43,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
15555,2020110800,2020-11-08,1,9,11,DEN,ATL,2,7,23,,1,,0,(9:11) (SHOTGUN) 3-D.LOCK PASS SHORT LEFT TO 87-N.FANT PUSHED OB AT ATL 45 FOR 32 YARDS (37-R.ALLEN) [54-F.OLUOKUN].,0,,,2020,32,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
15586,2020110807,2020-11-08,4,10,35,WAS,NYG,1,10,32,,1,,0,"(10:35) (SHOTGUN) 11-A.SMITH PASS DEEP LEFT TO 17-T.MCLAURIN FOR 68 YARDS, TOUCHDOWN.",0,,,2020,68,SHOTGUN,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,32,OWN,0,,0,,0
15634,2020110809,2020-11-08,4,3,30,ARI,MIA,1,10,25,,1,,0,(3:30) (SHOTGUN) 1-K.MURRAY PASS DEEP RIGHT TO 13-C.KIRK TO MIA 40 FOR 35 YARDS (28-B.MCCAIN).,0,,,2020,35,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
15652,2020111200,2020-11-12,1,14,23,TEN,IND,1,10,46,,1,,0,"(14:23) 17-R.TANNEHILL PASS SHORT MIDDLE TO 11-A.BROWN TO IND 33 FOR 21 YARDS (27-X.RHODES, 37-K.WILLIS). IND-27-X.RHODES WAS INJURED DURING THE PLAY.",0,,,2020,21,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
15658,2020111200,2020-11-12,2,9,59,IND,TEN,3,2,39,,1,,0,"(9:59) (NO HUDDLE, SHOTGUN) 17-P.RIVERS PASS DEEP LEFT TO 11-M.PITTMAN TO TEN 31 FOR 30 YARDS (24-K.VACCARO).",0,,,2020,30,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
15691,2020110806,2020-11-08,3,4,0,CHI,TEN,2,7,36,,1,,0,(4:00) (SHOTGUN) 9-N.FOLES PASS DEEP RIGHT TO 12-A.ROBINSON TO TEN 41 FOR 23 YARDS (24-K.VACCARO).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
15710,2020110810,2020-11-08,3,1,28,PIT,DAL,3,10,45,,1,,0,"(1:28) (NO HUDDLE, SHOTGUN) 7-B.ROETHLISBERGER PASS SHORT MIDDLE TO 19-J.SMITH-SCHUSTER TO DAL 35 FOR 20 YARDS (25-X.WOODS; 23-D.THOMPSON).",0,,,2020,20,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
15730,2020110900,2020-11-09,1,12,40,NYJ,NE,2,5,42,,1,,0,(12:40) (SHOTGUN) 5-J.FLACCO PASS SHORT LEFT TO 11-D.MIMS TO NE 32 FOR 26 YARDS (32-D.MCCOURTY).,0,,,2020,26,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
15740,2020110900,2020-11-09,2,6,13,NYJ,NE,1,10,43,,1,,0,(6:13) 5-J.FLACCO PASS SHORT RIGHT TO 84-R.GRIFFIN TO NE 34 FOR 23 YARDS (25-T.BROOKS; 32-D.MCCOURTY).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,43,OWN,0,,0,,0
15756,2020111200,2020-11-12,2,1,22,IND,TEN,3,4,41,,1,,0,(1:22) (SHOTGUN) 17-P.RIVERS PASS DEEP LEFT TO 12-D.HARRIS TO TEN 38 FOR 21 YARDS (33-D.KING).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
15759,2020111502,2020-11-15,1,7,20,DET,WAS,1,10,45,,0,,0,"(7:20) 9-M.STAFFORD PASS DEEP LEFT TO 17-M.HALL FOR 55 YARDS, TOUCHDOWN. PENALTY ON WAS-29-K.FULLER, DEFENSIVE PASS INTERFERENCE, DECLINED.",0,,,2020,55,UNDER CENTER,PASS,0,1,0,1,DEEP LEFT,0,0,0,,0,0,0,1,0,0,,45,OWN,0,WAS,0,DEFENSIVE PASS INTERFERENCE,0
15783,2020111200,2020-11-12,4,11,44,IND,TEN,1,10,49,,1,,0,(11:44) (SHOTGUN) 17-P.RIVERS PASS SHORT RIGHT TO 11-M.PITTMAN TO TEN 11 FOR 40 YARDS (31-K.BYARD).,0,,,2020,40,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,49,OWN,0,,0,,0
15790,2020111500,2020-11-15,1,8,19,TB,CAR,1,10,25,,1,,0,(8:19) 12-T.BRADY PASS DEEP RIGHT TO 14-C.GODWIN TO TB 48 FOR 23 YARDS (52-T.WHITEHEAD).,0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
15805,2020111500,2020-11-15,2,0,21,CAR,TB,1,10,25,,0,,0,"(:21) (SHOTGUN) 5-T.BRIDGEWATER PASS DEEP RIGHT TO 12-D.MOORE TO TB 33 FOR 42 YARDS (32-M.EDWARDS). PENALTY ON TB-32-M.EDWARDS, DEFENSIVE DELAY OF GAME, 5 YARDS, ENFORCED AT TB 33. THE REPLAY OFFICIAL REVIEWED THE PASS COMPLETION RULING, AND THE PLAY WAS REVERSED. (SHOTGUN) 5-T.BRIDGEWATER PASS INCOMPLETE DEEP RIGHT TO 12-D.MOORE (32-M.EDWARDS).",0,,,2020,42,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,0,0,,0,0,0,1,0,0,,25,OWN,1,TB,0,DEFENSIVE DELAY OF GAME,5
15859,2020111501,2020-11-15,3,2,12,CLE,HOU,3,18,28,,1,,0,(2:12) (SHOTGUN) 6-B.MAYFIELD PASS DEEP RIGHT TO 82-R.HIGGINS RAN OB AT CLE 49 FOR 21 YARDS.,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,28,OWN,0,,0,,0
15871,2020111501,2020-11-15,4,6,33,HOU,CLE,3,6,29,,1,,0,(6:33) (SHOTGUN) 4-D.WATSON PASS DEEP LEFT TO 18-R.COBB TO CLE 42 FOR 29 YARDS (29-S.REDWINE) [33-R.HARRISON JR.].,0,,,2020,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
15881,2020111505,2020-11-15,2,3,26,PIT,CIN,2,10,34,,1,,0,(3:26) (SHOTGUN) 7-B.ROETHLISBERGER PASS DEEP RIGHT TO 85-E.EBRON TO CIN 42 FOR 24 YARDS (30-J.BATES III).,0,,,2020,24,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
15885,2020111502,2020-11-15,3,12,53,DET,WAS,2,20,26,,1,,0,(12:53) 9-M.STAFFORD PASS SHORT RIGHT TO 32-D.SWIFT TO WAS 48 FOR 26 YARDS (29-K.FULLER). WAS-22-D.EVERETT WAS INJURED DURING THE PLAY.,0,,,2020,26,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,26,OWN,0,,0,,0
15904,2020111502,2020-11-15,4,8,5,WAS,DET,3,5,39,,1,,0,(8:05) (SHOTGUN) 11-A.SMITH PASS DEEP RIGHT TO 15-S.SIMS TO DET 38 FOR 23 YARDS (27-J.COLEMAN).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,39,OWN,0,,0,,0
15918,2020110811,2020-11-08,1,7,44,NO,TB,1,10,34,,1,,0,(7:44) 74-J.HURST REPORTED IN AS ELIGIBLE.  9-D.BREES PASS SHORT LEFT TO 11-D.HARRIS TO TB 26 FOR 40 YARDS (54-L.DAVID).,0,,,2020,40,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
15919,2020110811,2020-11-08,2,13,21,NO,TB,2,16,44,,1,,0,(13:21) (SHOTGUN) 9-D.BREES PASS DEEP LEFT TO 7-T.HILL TO TB 35 FOR 21 YARDS (31-A.WINFIELD).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,44,OWN,0,,0,,0
