,GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Unnamed: 10,SeriesFirstDown,Unnamed: 12,NextScore,Description,TeamWin,Unnamed: 16,Unnamed: 17,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
20917,2020122007,2020-12-20,4,3,17,NE,MIA,1,10,25,,1,,0,"(3:17) (SHOTGUN) 1-C.NEWTON PASS DEEP RIGHT TO 16-J.MEYERS TO MIA 49 FOR 26 YARDS (40-N.NEEDHAM). MIAMI CHALLENGED THE PASS COMPLETION RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #3 AT 02:52.)",0,,,2020,26,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,1,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
20956,2020121306,2020-12-13,2,10,53,ARI,NYG,3,3,66,,1,,0,"(10:53) (NO HUDDLE, SHOTGUN) 1-K.MURRAY PASS SHORT MIDDLE TO 85-D.ARNOLD TO NYG 14 FOR 20 YARDS (29-X.MCKINNEY; 23-L.RYAN).",0,,,2020,20,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,34,OPP,0,,0,,0
20971,2020121306,2020-12-13,2,3,3,ARI,NYG,2,9,35,,1,,0,"(3:03) (NO HUDDLE, SHOTGUN) 1-K.MURRAY PASS DEEP MIDDLE TO 10-D.HOPKINS TO NYG 41 FOR 24 YARDS (21-J.PEPPERS; 23-L.RYAN).",0,,,2020,24,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,35,OWN,0,,0,,0
21013,2020122008,2020-12-20,3,0,44,CHI,MIN,2,7,41,,1,,0,(:44) 10-M.TRUBISKY PASS DEEP LEFT TO 11-D.MOONEY PUSHED OB AT MIN 37 FOR 22 YARDS (26-C.JONES).,0,,,2020,22,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
21076,2020122013,2020-12-20,1,0,7,DAL,SF,1,10,33,,1,,0,(:07) (SHOTGUN) 14-A.DALTON PASS SHORT RIGHT TO 20-T.POLLARD RAN OB AT SF 37 FOR 30 YARDS (33-T.MOORE).,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
21088,2020122013,2020-12-20,3,12,51,SF,DAL,2,9,30,,0,,0,"(12:51) 4-N.MULLENS PASS DEEP MIDDLE TO 13-R.JAMES TO DAL 47 FOR 23 YARDS (37-D.WILSON). PENALTY ON DAL-37-D.WILSON, LOWERING THE HEAD TO INITIATE CONTACT, 15 YARDS, ENFORCED AT DAL 47.",0,,,2020,23,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,1,0,0,,30,OWN,1,DAL,0,LOWERING THE HEAD TO INITIATE CONTACT,15
21118,2020121310,2020-12-13,3,12,30,ATL,LAC,3,17,15,,1,,0,(12:30) (SHOTGUN) 2-M.RYAN PASS DEEP MIDDLE TO 83-R.GAGE TO ATL 37 FOR 22 YARDS (56-K.MURRAY JR.).,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,15,OWN,0,,0,,0
21149,2020121400,2020-12-14,4,1,51,CLE,BAL,1,10,25,,1,,0,(1:51) (SHOTGUN) 6-B.MAYFIELD PASS DEEP LEFT TO 11-D.PEOPLES-JONES PUSHED OB AT BAL 45 FOR 30 YARDS (33-D.HARRIS). BAL-33-D.HARRIS WAS INJURED DURING THE PLAY. HIS RETURN IS PROBABLE.,0,,,2020,30,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21203,2020121313,2020-12-13,2,4,14,BUF,PIT,3,3,33,,1,,0,(4:14) (SHOTGUN) 17-J.ALLEN PASS SHORT LEFT TO 14-S.DIGGS TO PIT 44 FOR 23 YARDS (27-M.ALLEN).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
21211,2020121400,2020-12-14,1,14,52,CLE,BAL,2,10,19,,1,,0,(14:52) (SHOTGUN) 6-B.MAYFIELD PASS SHORT RIGHT TO 85-D.NJOKU TO CLE 39 FOR 20 YARDS (99-M.JUDON).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,19,OWN,0,,0,,0
21233,2020122002,2020-12-20,3,7,35,HOU,IND,3,11,31,,1,,0,(7:35) (SHOTGUN) 4-D.WATSON PASS SHORT LEFT TO 31-D.JOHNSON TO IND 38 FOR 31 YARDS (53-D.LEONARD).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
21235,2020122002,2020-12-20,3,1,19,IND,HOU,1,10,25,,1,,0,(1:19) 17-P.RIVERS PASS DEEP LEFT TO 14-Z.PASCAL TO IND 49 FOR 24 YARDS (41-Z.CUNNINGHAM).,0,,,2020,24,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21246,2020122005,2020-12-20,3,14,54,TB,ATL,1,10,20,,1,,0,(14:54) 12-T.BRADY PASS SHORT RIGHT TO 81-A.BROWN TO TB 40 FOR 20 YARDS (26-I.OLIVER).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
21256,2020121700,2020-12-17,5,3,5,LAC,LV,1,10,45,,1,,0,(3:05) (SHOTGUN) 10-J.HERBERT PASS DEEP MIDDLE TO 15-J.GUYTON TO LV 2 FOR 53 YARDS (22-K.NIXON) [90-J.HANKINS].,0,,,2020,53,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
21274,2020122011,2020-12-20,3,2,54,PHI,ARI,3,29,28,,0,,0,(2:54) (SHOTGUN) 2-J.HURTS PASS SHORT LEFT TO 18-J.REAGOR TO ARI 49 FOR 23 YARDS (45-D.GARDECK).,0,,,2020,23,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,28,OWN,0,,0,,0
21278,2020122011,2020-12-20,4,14,56,ARI,PHI,4,2,33,,1,,0,(14:56) (PUNT FORMATION) 4-A.LEE PASS SHORT RIGHT TO 47-E.TURNER TO PHI 41 FOR 26 YARDS (22-M.EPPS).,0,,,2020,26,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
21300,2020122602,2020-12-26,1,0,14,LV,MIA,1,10,36,,1,,0,(:14) (SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 83-D.WALLER TO MIA 35 FOR 29 YARDS (21-E.ROWE).,0,,,2020,29,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,36,OWN,0,,0,,0
21398,2020122706,2020-12-27,2,2,13,HOU,CIN,3,3,49,,0,,0,"(2:13) (SHOTGUN) 4-D.WATSON PASS SHORT RIGHT TO 13-B.COOKS PUSHED OB AT CIN 25 FOR 26 YARDS (57-G.PRATT). PENALTY ON CIN-58-C.LAWSON, ILLEGAL USE OF HANDS, DECLINED.",0,,,2020,26,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,1,0,0,,49,OWN,0,CIN,0,ILLEGAL USE OF HANDS,0
21438,2020122712,2020-12-27,3,8,31,PHI,DAL,1,10,25,,1,,0,(8:31) (SHOTGUN) 2-J.HURTS PASS DEEP LEFT TO 80-Q.WATKINS TO DAL 32 FOR 43 YARDS (37-D.WILSON).,0,,,2020,43,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21486,2020122711,2020-12-27,4,8,46,LA,SEA,2,10,24,,1,,0,(8:46) (SHOTGUN) 16-J.GOFF PASS SHORT RIGHT TO 11-J.REYNOLDS TO 50 FOR 26 YARDS (97-P.FORD).,0,,,2020,26,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,24,OWN,0,,0,,0
21493,2020122712,2020-12-27,1,9,0,DAL,PHI,1,10,25,,1,,0,(9:00) (SHOTGUN) 14-A.DALTON PASS DEEP LEFT TO 19-A.COOPER TO PHI 40 FOR 35 YARDS (22-M.EPPS).,0,,,2020,35,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21515,2021010301,2021-01-03,3,10,31,CAR,NO,2,10,37,,1,,0,(10:31) 5-T.BRIDGEWATER PASS DEEP LEFT TO 12-D.MOORE TO NO 19 FOR 44 YARDS (26-P.WILLIAMS).,0,,,2020,44,UNDER CENTER,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,37,OWN,0,,0,,0
21541,2020122012,2020-12-20,2,11,38,NO,KC,3,10,46,,1,,0,"(11:38) (SHOTGUN) 9-D.BREES PASS DEEP RIGHT TO 17-E.SANDERS TO KC 3 FOR 51 YARDS (32-T.MATHIEU). PASS 38, YAC 13",0,,,2020,51,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
21571,2020122600,2020-12-26,3,7,52,TB,DET,3,4,43,,1,,0,(7:52) (SHOTGUN) 11-B.GABBERT PASS SHORT LEFT TO 18-T.JOHNSON PUSHED OB AT DET 22 FOR 35 YARDS (21-T.WALKER).,0,,,2020,35,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,43,OWN,0,,0,,0
21576,2020122600,2020-12-26,3,3,3,TB,DET,2,5,13,,1,,0,(3:03) 11-B.GABBERT PASS DEEP RIGHT TO 13-M.EVANS PUSHED OB AT TB 43 FOR 30 YARDS (24-A.ORUWARIYE).,0,,,2020,30,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,13,OWN,0,,0,,0
21583,2020122013,2020-12-20,4,0,34,SF,DAL,1,10,25,,1,,0,(:34) (SHOTGUN) 3-C.BEATHARD PASS DEEP MIDDLE TO 11-B.AIYUK TO DAL 49 FOR 26 YARDS (54-J.SMITH; 48-J.THOMAS).,0,,,2020,26,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21606,2020122100,2020-12-21,4,10,14,PIT,CIN,3,6,29,,1,,0,(10:14) (SHOTGUN) 7-B.ROETHLISBERGER PASS SHORT LEFT TO 19-J.SMITH-SCHUSTER RAN OB AT 50 FOR 21 YARDS (21-M.ALEXANDER).,0,,,2020,21,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,29,OWN,0,,0,,0
21608,2021010301,2021-01-03,4,6,44,CAR,NO,2,12,42,,1,,0,(6:44) (SHOTGUN) 6-P.WALKER PASS DEEP RIGHT TO 12-D.MOORE TO NO 36 FOR 22 YARDS (20-J.JENKINS) [30-G.HALEY].,0,,,2020,22,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,42,OWN,0,,0,,0
21614,2020122712,2020-12-27,4,9,22,PHI,DAL,1,10,25,,1,,0,"(9:22) (NO HUDDLE, SHOTGUN) 2-J.HURTS PASS DEEP RIGHT TO 17-A.JEFFERY PUSHED OB AT PHI 47 FOR 22 YARDS (23-D.THOMPSON).",0,,,2020,22,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21623,2021010300,2021-01-03,2,1,19,BUF,MIA,1,10,41,,1,,0,"(1:19) (NO HUDDLE, SHOTGUN) 17-J.ALLEN PASS DEEP LEFT TO 15-J.BROWN RAN OB AT MIA 32 FOR 27 YARDS.",0,,,2020,27,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
21639,2021010300,2021-01-03,4,14,37,BUF,MIA,1,10,31,,1,,0,"(14:37) (NO HUDDLE, SHOTGUN) 5-M.BARKLEY PASS DEEP RIGHT TO 13-G.DAVIS TO MIA 18 FOR 51 YARDS (25-X.HOWARD).",0,,,2020,51,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
21661,2021010305,2021-01-03,3,5,40,DET,MIN,3,6,40,,1,,0,(5:40) (SHOTGUN) 9-M.STAFFORD PASS DEEP RIGHT TO 87-Q.CEPHUS TO MIN 29 FOR 31 YARDS (41-A.HARRIS).,0,,,2020,31,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,40,OWN,0,,0,,0
21671,2021010305,2021-01-03,4,10,22,DET,MIN,1,20,15,,1,,0,(10:22) 9-M.STAFFORD PASS DEEP MIDDLE TO 11-M.JONES TO DET 36 FOR 21 YARDS (45-T.DYE).,0,,,2020,21,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,15,OWN,0,,0,,0
21678,2021010306,2021-01-03,2,13,4,LAC,KC,2,9,26,,1,,0,(13:04) 10-J.HERBERT PASS SHORT RIGHT TO 89-D.PARHAM JR. TO LAC 48 FOR 22 YARDS (23-A.WATTS).,0,,,2020,22,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,26,OWN,0,,0,,0
21728,2020122704,2020-12-27,3,12,31,NYJ,CLE,3,4,41,,1,,0,(12:31) (SHOTGUN) 14-S.DARNOLD PASS SHORT MIDDLE TO 82-J.CROWDER PUSHED OB AT CLE 34 FOR 25 YARDS (21-D.WARD).,0,,,2020,25,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,41,OWN,0,,0,,0
21776,2020122709,2020-12-27,2,1,23,IND,PIT,2,5,24,,0,,0,"(1:23) (NO HUDDLE, SHOTGUN) 17-P.RIVERS PASS SHORT LEFT TO 21-N.HINES PUSHED OB AT PIT 8 FOR 68 YARDS (34-TE.EDMUNDS). PENALTY ON IND-64-M.GLOWINSKI, ILLEGAL BLOCK ABOVE THE WAIST, 10 YARDS, ENFORCED AT IND 24 - NO PLAY.",0,,,2020,68,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,1,0,0,,24,OWN,1,IND,1,ILLEGAL BLOCK ABOVE THE WAIST,10
21842,2021010305,2021-01-03,2,13,13,MIN,DET,1,10,21,,1,,0,(13:13) 8-K.COUSINS PASS DEEP MIDDLE TO 84-I.SMITH TO MIN 46 FOR 25 YARDS (26-D.HARMON).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,21,OWN,0,,0,,0
21844,2021010305,2021-01-03,2,8,51,DET,MIN,1,10,25,,1,,0,(8:51) 9-M.STAFFORD PASS DEEP RIGHT TO 11-M.JONES TO MIN 37 FOR 38 YARDS (20-J.GLADNEY).,0,,,2020,38,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
21846,2021010305,2021-01-03,2,7,5,MIN,DET,1,10,31,,1,,0,(7:05) 8-K.COUSINS PASS DEEP RIGHT TO 19-A.THIELEN TO DET 49 FOR 20 YARDS (24-A.ORUWARIYE).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,31,OWN,0,,0,,0
21863,2021010305,2021-01-03,3,12,51,MIN,DET,2,8,48,,0,,0,"(12:51) 8-K.COUSINS PASS SHORT MIDDLE TO 18-J.JEFFERSON TO DET 14 FOR 38 YARDS (51-J.TAVAI) [95-R.OKWARA]. PENALTY ON DET-95-R.OKWARA, ROUGHING THE PASSER, 7 YARDS, ENFORCED AT DET 14.",0,,,2020,38,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,1,0,0,,48,OWN,1,DET,0,ROUGHING THE PASSER,7
21868,2021010306,2021-01-03,2,4,52,LAC,KC,2,8,53,,1,,0,(4:52) 10-J.HERBERT PASS SHORT LEFT TO 22-J.JACKSON TO KC 15 FOR 32 YARDS (27-R.FENTON).,0,,,2020,32,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,47,OPP,0,,0,,0
21913,2021010312,2021-01-03,4,1,38,HOU,TEN,1,10,9,,1,,0,(1:38) (SHOTGUN) 4-D.WATSON PASS SHORT LEFT TO 31-D.JOHNSON TO HOU 41 FOR 32 YARDS (25-A.JACKSON).,0,,,2020,32,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,9,OWN,0,,0,,0
21916,2021010312,2021-01-03,4,0,42,HOU,TEN,3,13,38,,1,,0,(:42) (SHOTGUN) 4-D.WATSON PASS DEEP LEFT TO 16-K.COUTEE RAN OB AT TEN 33 FOR 29 YARDS.,0,,,2020,29,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,38,OWN,0,,0,,0
21987,2021010312,2021-01-03,4,0,18,TEN,HOU,1,10,25,,1,,0,(:18) (SHOTGUN) 17-R.TANNEHILL PASS DEEP RIGHT TO 11-A.BROWN TO HOU 23 FOR 52 YARDS (35-K.CROSSEN).,0,,,2020,52,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
22015,2021010307,2021-01-03,1,3,2,NYJ,NE,1,10,34,,1,,0,(3:02) 14-S.DARNOLD PASS DEEP RIGHT TO 19-B.PERRIMAN TO NE 46 FOR 20 YARDS (32-D.MCCOURTY).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,34,OWN,0,,0,,0
22046,2021010311,2021-01-03,4,9,7,LV,DEN,2,7,26,,1,,0,(9:07) 4-D.CARR PASS SHORT MIDDLE TO 89-B.EDWARDS TO DEN 49 FOR 25 YARDS (42-P.MOTLEY; 31-J.SIMMONS).,0,,,2020,25,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,0,0,0,,26,OWN,0,,0,,0
22051,2021010311,2021-01-03,4,6,43,DEN,LV,3,10,8,,1,,0,"(6:43) (SHOTGUN) 3-D.LOCK PASS DEEP MIDDLE TO 10-J.JEUDY FOR 92 YARDS, TOUCHDOWN.",0,,,2020,92,SHOTGUN,PASS,0,1,0,1,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,8,OWN,0,,0,,0
22064,2021010311,2021-01-03,4,1,47,LV,DEN,1,10,23,,1,,0,(1:47) (SHOTGUN) 4-D.CARR PASS DEEP RIGHT TO 12-Z.JONES PUSHED OB AT DEN 40 FOR 37 YARDS (42-P.MOTLEY).,0,,,2020,37,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,23,OWN,0,,0,,0
22066,2021010311,2021-01-03,4,0,24,DEN,LV,1,10,25,,0,,0,"(:24) (SHOTGUN) 3-D.LOCK PASS TO 10-J.JEUDY TO 50 FOR 25 YARDS (22-K.NIXON; 24-J.ABRAM). PENALTY ON LV-36-D.WORLEY, DEFENSIVE DELAY OF GAME, 5 YARDS, ENFORCED BETWEEN DOWNS.",0,,,2020,25,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,0,0,1,0,0,,25,OWN,1,LV,0,DEFENSIVE DELAY OF GAME,5
22068,2021010312,2021-01-03,1,15,0,HOU,TEN,1,10,25,,1,,0,(15:00) (SHOTGUN) 4-D.WATSON PASS DEEP MIDDLE TO 13-B.COOKS TO HOU 45 FOR 20 YARDS (21-M.BUTLER).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
22073,2021010312,2021-01-03,1,12,33,TEN,HOU,1,10,10,,1,,0,(12:33) 17-R.TANNEHILL PASS DEEP RIGHT TO 11-A.BROWN TO TEN 31 FOR 21 YARDS (26-V.HARGREAVES) [94-C.OMENIHU]. TEN-11-A.BROWN WAS INJURED DURING THE PLAY.,0,,,2020,21,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,10,OWN,0,,0,,0
22088,2021010312,2021-01-03,1,4,58,HOU,TEN,1,10,33,,1,,0,(4:58) (SHOTGUN) 4-D.WATSON PASS DEEP LEFT TO 16-K.COUTEE RAN OB AT TEN 25 FOR 42 YARDS (24-K.VACCARO).,0,,,2020,42,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,33,OWN,0,,0,,0
22100,2021010312,2021-01-03,2,12,36,HOU,TEN,4,2,46,,1,,0,(12:36) (PUNT FORMATION) DIRECT SNAP TO 2-A.MCCARRON.  2-A.MCCARRON PASS DEEP RIGHT TO 11-S.MITCHELL TO TEN 34 FOR 20 YARDS (14-K.RAYMOND).,0,,,2020,20,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
22151,2021010308,2021-01-03,3,4,30,DAL,NYG,1,10,20,,1,,0,(4:30) (SHOTGUN) 14-A.DALTON PASS DEEP MIDDLE TO 13-M.GALLUP TO DAL 40 FOR 20 YARDS (23-L.RYAN; 20-J.LOVE).,0,,,2020,20,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
22168,2021010304,2021-01-03,4,3,2,PIT,CLE,1,15,43,,1,,0,(3:02) (SHOTGUN) 2-M.RUDOLPH PASS DEEP LEFT TO 18-DI.JOHNSON TO CLE 10 FOR 47 YARDS (42-K.JOSEPH).,0,,,2020,47,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,43,OWN,0,,0,,0
22255,2021010310,2021-01-03,3,8,49,TB,ATL,1,10,25,,1,,0,(8:49) 12-T.BRADY PASS DEEP MIDDLE TO 14-C.GODWIN PUSHED OB AT ATL 29 FOR 46 YARDS (37-R.ALLEN).,0,,,2020,46,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,25,OWN,0,,0,,0
22275,2021010314,2021-01-03,3,5,21,ARI,LA,1,10,100,,0,,0,"(5:21) 15-C.STREVELER PASS DEEP MIDDLE TO 10-D.HOPKINS TO LA 10 FOR 40 YARDS (43-J.JOHNSON III). PENALTY ON ARI-10-D.HOPKINS, OFFENSIVE PASS INTERFERENCE, 10 YARDS, ENFORCED AT 50 - NO PLAY. PENALTY ON ARI-10-D.HOPKINS, UNSPORTSMANLIKE CONDUCT, 15 YARDS, ENFORCED BETWEEN DOWNS.",0,,,2020,40,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,1,0,0,,0,OPP,1,ARI,1,OFFENSIVE PASS INTERFERENCE,10
22280,2021010314,2021-01-03,3,3,6,LA,ARI,2,10,20,,1,,0,(3:06) (SHOTGUN) 9-J.WOLFORD PASS DEEP LEFT TO 23-C.AKERS TO ARI 42 FOR 38 YARDS (32-B.BAKER).,0,,,2020,38,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,20,OWN,0,,0,,0
22295,2021010310,2021-01-03,4,5,36,TB,ATL,3,12,46,,1,,0,(5:36) (SHOTGUN) 12-T.BRADY PASS DEEP RIGHT TO 14-C.GODWIN TO ATL 7 FOR 47 YARDS (37-R.ALLEN).,0,,,2020,47,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,46,OWN,0,,0,,0
22358,2021010314,2021-01-03,1,2,55,LA,ARI,2,15,69,,1,,0,(2:55) 9-J.WOLFORD PASS DEEP RIGHT TO 17-R.WOODS TO ARI 4 FOR 27 YARDS (58-J.HICKS).,0,,,2020,27,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,31,OPP,0,,0,,0
22393,2021010314,2021-01-03,4,12,39,ARI,LA,3,15,30,,1,,0,(12:39) 1-K.MURRAY PASS DEEP MIDDLE TO 16-T.SHERFIELD TO LA 44 FOR 26 YARDS (20-J.RAMSEY).,0,,,2020,26,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,0,0,0,0,0,,30,OWN,0,,0,,0
22438,2021010315,2021-01-03,1,3,36,SEA,SF,1,10,54,,0,,0,"(3:36) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 32-C.CARSON PUSHED OB AT SF 17 FOR 29 YARDS (22-J.VERRETT) [91-A.ARMSTEAD]. PENALTY ON SF-20-J.WARD, DEFENSIVE HOLDING, DECLINED.",0,,,2020,29,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,1,0,0,,46,OPP,0,SF,0,DEFENSIVE HOLDING,0
22449,2021010315,2021-01-03,2,5,12,SF,SEA,3,14,17,,1,,0,(5:12) (SHOTGUN) 3-C.BEATHARD PASS DEEP RIGHT TO 13-R.JAMES TO SEA 38 FOR 45 YARDS (26-SQ.GRIFFIN).,0,,,2020,45,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,17,OWN,0,,0,,0
22469,2021010312,2021-01-03,3,12,39,TEN,HOU,3,8,45,,1,,0,(12:39) (SHOTGUN) 17-R.TANNEHILL PASS SHORT RIGHT TO 11-A.BROWN TO HOU 26 FOR 29 YARDS (26-V.HARGREAVES; 33-A.MOORE).,0,,,2020,29,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,45,OWN,0,,0,,0
22489,2021010312,2021-01-03,3,2,52,HOU,TEN,1,10,72,,1,,0,(2:52) (SHOTGUN) 4-D.WATSON PASS DEEP LEFT TO 13-B.COOKS TO TEN 1 FOR 27 YARDS (31-K.BYARD).,0,,,2020,27,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,0,0,0,0,0,,28,OPP,0,,0,,0
22550,2021010315,2021-01-03,3,8,30,SF,SEA,1,10,51,,1,,0,(8:30) (SHOTGUN) 3-C.BEATHARD PASS DEEP RIGHT TO 85-G.KITTLE TO SEA 8 FOR 41 YARDS (26-SQ.GRIFFIN). SEA-90-J.REED WAS INJURED DURING THE PLAY.,0,,,2020,41,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,0,0,0,0,0,,49,OPP,0,,0,,0
